@RELATION te_cnn_aae_embeddings

@ATTRIBUTE z0 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE z16 NUMERIC
@ATTRIBUTE z17 NUMERIC
@ATTRIBUTE z18 NUMERIC
@ATTRIBUTE z19 NUMERIC
@ATTRIBUTE z20 NUMERIC
@ATTRIBUTE z21 NUMERIC
@ATTRIBUTE z22 NUMERIC
@ATTRIBUTE z23 NUMERIC
@ATTRIBUTE z24 NUMERIC
@ATTRIBUTE z25 NUMERIC
@ATTRIBUTE z26 NUMERIC
@ATTRIBUTE z27 NUMERIC
@ATTRIBUTE z28 NUMERIC
@ATTRIBUTE z29 NUMERIC
@ATTRIBUTE z30 NUMERIC
@ATTRIBUTE z31 NUMERIC
@ATTRIBUTE z32 NUMERIC
@ATTRIBUTE z33 NUMERIC
@ATTRIBUTE z34 NUMERIC
@ATTRIBUTE z35 NUMERIC
@ATTRIBUTE z36 NUMERIC
@ATTRIBUTE z37 NUMERIC
@ATTRIBUTE z38 NUMERIC
@ATTRIBUTE z39 NUMERIC
@ATTRIBUTE z40 NUMERIC
@ATTRIBUTE z41 NUMERIC
@ATTRIBUTE z42 NUMERIC
@ATTRIBUTE z43 NUMERIC
@ATTRIBUTE z44 NUMERIC
@ATTRIBUTE z45 NUMERIC
@ATTRIBUTE z46 NUMERIC
@ATTRIBUTE z47 NUMERIC
@ATTRIBUTE z48 NUMERIC
@ATTRIBUTE z49 NUMERIC
@ATTRIBUTE z50 NUMERIC
@ATTRIBUTE z51 NUMERIC
@ATTRIBUTE z52 NUMERIC
@ATTRIBUTE z53 NUMERIC
@ATTRIBUTE z54 NUMERIC
@ATTRIBUTE z55 NUMERIC
@ATTRIBUTE z56 NUMERIC
@ATTRIBUTE z57 NUMERIC
@ATTRIBUTE z58 NUMERIC
@ATTRIBUTE z59 NUMERIC
@ATTRIBUTE z60 NUMERIC
@ATTRIBUTE z61 NUMERIC
@ATTRIBUTE z62 NUMERIC
@ATTRIBUTE z63 NUMERIC

@DATA
0.452379,-0.486290,-0.334703,-0.436477,-0.248393,-0.285241,0.237149,0.375757,-0.237332,-0.189945,1.010437,0.081021,0.214339,1.027761,-0.272908,-0.037875,-0.910293,-0.752600,0.237542,0.114648,-1.307455,0.995213,-0.026834,0.063928,-0.048628,0.828790,0.826912,1.319287,-0.101368,-1.060377,-1.129042,0.041412,1.036562,-0.366733,-0.244994,-0.283971,0.245410,-0.220130,0.530336,0.334136,0.283171,0.301542,0.711042,0.130224,-0.010207,-1.366277,1.271871,-0.562185,-0.483073,1.112026,0.832433,-0.650183,-0.038666,1.145534,0.430833,0.052332,1.400062,-0.365645,-0.174010,0.040538,-0.512771,-0.223306,-0.004969,0.078962
0.075662,-0.545673,-0.194642,-0.010488,0.068448,-0.138644,-0.023050,0.172219,-0.229608,0.252636,0.758597,-0.388199,-0.295686,0.815712,-0.608811,0.220836,-1.035184,-0.436915,0.130151,0.395181,-1.241091,0.933582,-0.084129,-0.056692,-0.311041,0.742553,0.652098,1.168332,0.141135,-0.729363,-1.187936,-0.130079,0.922388,-0.193611,0.007954,-0.169423,-0.063694,-0.252512,0.403322,0.115558,0.025354,0.293092,0.879766,-0.011487,0.131614,-1.202280,1.203700,-0.703772,-0.550062,0.824580,0.938358,-0.582696,0.070198,1.088910,0.165553,-0.061362,1.456491,0.032345,0.237233,0.159938,-0.655936,-0.117605,-0.138941,0.191788
-0.715834,0.338279,-0.303145,0.879869,0.568743,0.328252,-0.906446,0.508351,0.842677,0.200756,-0.084226,-0.946368,-0.604167,0.197549,0.032673,0.571655,0.092618,-0.186186,-0.325016,-1.287161,-0.040727,-0.083645,-0.234740,-1.285500,0.434246,0.381162,0.465030,0.013941,1.196301,0.015879,0.044326,-1.196348,0.166839,0.963605,0.864587,1.326263,-1.034754,0.896574,0.156735,-0.874941,0.169127,0.259368,0.066976,-0.548794,0.723824,0.110267,0.112943,-0.192826,-0.586370,0.173838,0.004067,-0.217907,0.740542,0.100484,-0.916132,-1.351511,0.140815,0.980845,0.302907,0.467174,-0.272968,-0.196162,1.547367,-0.616442
-0.247175,-0.419532,-0.276271,0.329643,-0.207365,0.012225,-0.029938,0.197030,-0.139124,0.249008,0.723009,0.114210,0.115624,0.682621,-0.491625,0.076118,-0.993040,0.095669,0.178825,0.311625,-1.393900,1.043118,0.138133,-0.189570,-0.169988,0.700575,0.743615,1.024649,0.006411,-0.815974,-0.682233,-0.139696,1.128223,-0.194493,-0.030026,-0.070985,-0.115983,0.149848,0.738266,0.048895,-0.280821,0.313233,1.024038,0.022829,0.114228,-1.121427,1.099543,-0.632284,-0.455015,0.910888,0.868064,-0.225515,0.377598,1.093566,0.078684,-0.031364,1.233289,0.422913,-0.068552,-0.080013,-0.902169,-0.079822,-0.235004,-0.049136
-0.389028,0.895132,0.340484,-0.194255,0.858152,0.303720,-0.167114,-0.717899,1.783730,0.591944,-0.733722,-0.264572,-0.576990,-0.550279,0.618143,-0.537280,0.921777,0.817453,-0.479323,-0.456978,0.513868,-0.744133,-0.417487,-0.999908,0.316980,-0.651554,-0.662532,-0.976081,1.020176,0.714222,0.815671,-0.537660,-0.686371,1.035033,1.592345,1.241641,-1.485165,0.783760,-0.426211,-0.977258,-0.815634,-0.392017,-0.493842,-0.355156,0.274880,1.166711,-0.571943,0.680304,0.585634,-0.521364,-0.731469,0.752218,-0.291968,-0.556421,-1.225596,-0.897732,-0.828275,0.856036,1.302915,-0.575672,0.507907,0.563542,0.435786,-0.489190
0.292686,-0.315239,-0.341843,-0.303506,-0.143742,-0.185433,0.156482,0.531176,-0.258781,-0.088766,0.911185,0.131768,0.368600,1.086422,-0.441557,0.016796,-0.855705,-0.548897,0.200440,0.096280,-1.320698,0.997355,0.018273,0.048440,-0.140266,0.826216,0.817940,1.063161,-0.110935,-1.043130,-1.063498,-0.035955,0.990564,-0.261731,-0.301803,-0.204018,0.220759,-0.221745,0.352471,0.279025,0.023296,0.323438,0.654907,0.178412,-0.076828,-1.208148,1.275869,-0.443869,-0.496618,1.053510,0.941356,-0.670775,0.010410,1.189794,0.260556,-0.020244,1.378572,-0.335183,-0.091629,0.189166,-0.582751,-0.336388,-0.267010,0.187056
-0.279057,0.809997,0.183245,0.172058,1.097571,0.338700,-0.495062,-0.374489,1.641129,0.703175,-0.681910,-0.637136,-0.283584,-0.569576,0.732716,-0.387990,0.700238,0.391027,-0.380039,-0.606119,0.441276,-0.580874,-0.367677,-1.061049,0.241166,-0.492822,-0.464194,-0.753031,0.842088,0.674123,0.566398,-0.581221,-0.485083,0.756523,1.510879,1.353123,-1.433564,0.808967,-0.429706,-0.727110,-0.584749,-0.373975,-0.503605,-0.706665,0.316437,1.012883,-0.441148,0.363199,0.302645,-0.488129,-0.603076,0.474698,-0.250072,-0.467995,-1.239706,-1.008593,-0.774339,0.841396,1.239138,-0.400273,0.559057,0.528329,0.617239,-0.696570
0.443536,-0.509319,-0.230629,-0.295318,-0.270466,-0.373399,0.240871,0.428249,-0.397301,-0.240441,0.891844,0.249368,-0.009272,1.139616,-0.280129,-0.025117,-0.909759,-0.342707,0.145614,0.170491,-1.285512,0.878909,0.068842,0.093219,-0.042378,0.576794,1.031212,1.345045,-0.255823,-1.127833,-0.999838,0.119416,1.289960,-0.271067,-0.359937,-0.290168,0.368229,-0.273070,0.309865,0.304220,0.487146,0.300578,0.699703,0.202889,0.112662,-1.404760,1.278600,-0.516985,-0.635933,1.044118,0.843761,-0.633069,-0.054093,1.140630,0.631955,0.194994,1.478425,-0.470950,-0.399978,0.072869,-0.521437,-0.385476,0.008200,0.257658
-0.515136,0.969982,0.515006,-0.313497,0.932396,0.108036,-0.251464,-0.771909,1.735268,0.760795,-0.851613,-0.442763,-0.420726,-0.712822,0.526882,-0.536656,0.929600,0.611518,-0.551054,-0.441660,0.329914,-0.765386,-0.325789,-1.056723,-0.046980,-0.731475,-0.918629,-1.104304,0.875777,0.710202,0.889338,-0.617309,-0.820274,0.981135,1.529448,1.308202,-1.729177,0.543546,-0.590138,-0.837463,-0.851792,-0.644776,-0.350852,-0.344200,0.328930,1.359022,-0.593668,0.736084,0.707384,-0.588388,-0.845252,0.704863,-0.298847,-0.619214,-1.536639,-0.951615,-0.828261,0.998283,1.469738,-0.800127,0.627136,0.726543,0.485118,-0.472610
-0.599866,-0.058059,-0.147652,0.847862,0.640422,0.541435,-0.548340,-0.351747,1.210135,0.693044,-0.237003,-0.535994,-0.825179,0.123944,-0.162120,0.085807,0.074184,0.994943,-0.465781,-0.197083,0.030437,-0.092018,-0.342322,-0.899643,0.305506,0.099009,0.144456,-0.264018,1.202228,0.041822,-0.225676,-0.615921,-0.014614,0.774854,1.241850,0.642999,-0.988866,0.645718,0.237513,-0.779203,-0.967737,0.270606,-0.052445,-0.323941,0.005101,0.125425,-0.028741,-0.206695,-0.558910,-0.252144,-0.028138,0.332022,0.403030,0.134491,-1.014043,-0.804294,0.128579,0.945728,1.044409,0.295766,-0.279010,0.302688,0.279105,-0.264327
-0.437387,0.741334,0.289145,0.102805,0.924050,0.302372,-0.331155,-0.463197,1.589140,0.608376,-0.596090,-0.479159,-0.421185,-0.600662,0.608283,-0.472210,0.735493,0.563268,-0.362263,-0.534813,0.425677,-0.615737,-0.400685,-1.144591,0.234470,-0.552828,-0.733869,-0.965755,0.708714,0.632830,0.520655,-0.738985,-0.632757,0.958141,1.514307,1.430828,-1.511882,0.680909,-0.403128,-0.771081,-0.830426,-0.574652,-0.651571,-0.627887,0.234704,1.100277,-0.518881,0.438213,0.383456,-0.508739,-0.658429,0.665954,-0.289634,-0.474148,-1.216996,-1.071327,-0.755646,0.978792,1.103983,-0.605486,0.611095,0.519437,0.784814,-0.634538
0.121616,-0.352621,-1.027675,0.128849,0.327746,-0.261059,-0.296677,0.624225,0.302645,0.369992,0.972847,-0.183764,0.046371,0.674936,-0.374897,0.454981,-0.939522,-0.103334,0.344458,-0.819413,-1.144739,0.495811,-0.451870,-0.346238,0.394084,1.046951,0.724346,1.092831,0.383110,-1.036901,-0.407379,-0.464641,0.613804,0.671979,0.345264,0.135421,-0.392178,0.490650,0.747764,-0.366155,0.006743,0.792157,0.297070,-0.630490,0.683420,-0.323958,0.826656,-1.056062,-0.717729,1.076336,0.651920,-0.601054,0.772329,0.857361,-0.405330,-0.175050,0.923527,0.231096,0.048298,0.149679,-0.538324,-0.271018,0.181187,-0.424362
-0.496618,0.863280,0.278233,-0.151226,0.995386,0.223548,-0.259680,-0.733820,1.714577,0.874985,-0.657402,-0.449871,-0.207921,-0.612715,0.538394,-0.425780,0.642160,0.288772,-0.423583,-0.297458,0.393318,-0.691798,-0.375903,-0.883027,0.346722,-0.485919,-0.780253,-0.961969,0.738613,0.645008,0.508767,-0.514951,-0.773646,0.917532,1.579199,1.216064,-1.485214,0.900903,-0.417085,-0.829073,-0.861372,-0.438699,-0.613979,-0.630401,0.207413,1.079848,-0.514356,0.490509,0.466093,-0.623787,-0.655665,0.707479,-0.108049,-0.455654,-1.317345,-1.034229,-0.763028,1.042806,1.440537,-0.697761,0.566644,0.543455,0.585756,-0.660346
-0.230072,-0.232554,-0.206492,0.166385,0.827731,0.552731,-0.448446,0.122701,0.766865,0.927778,0.031553,-0.804669,-1.633212,-0.086955,0.149099,0.682358,-0.240590,0.567974,-0.317641,-0.373564,-0.043946,0.169550,-1.201113,-1.040979,0.630196,0.528779,0.123175,0.307017,0.535032,-0.110951,0.053869,-0.428750,0.140597,1.054319,1.235856,0.634819,-0.855220,0.777225,0.011537,-0.674881,-0.199962,0.815048,0.232567,-0.467910,0.428591,-0.213846,0.084943,-0.129895,0.017894,0.055091,0.133318,0.145570,0.243837,0.082469,-1.268877,-0.515073,0.213611,0.795297,0.914856,0.069678,-0.230396,0.170421,0.720568,-0.857018
-0.005211,-0.378949,-1.367607,0.560777,0.182254,0.121664,-0.442418,1.033223,0.384606,0.510337,0.637464,-0.114364,-0.391135,0.767444,-0.725769,0.995951,-0.592367,0.159536,-0.426116,-0.610087,-0.942520,0.262223,0.246970,-0.392220,0.580695,0.778077,0.934475,0.632858,0.962956,-1.165864,-0.212315,-0.702567,0.713802,0.944398,0.270713,0.092448,-0.461021,0.392755,0.406101,-0.546418,-0.093239,0.819922,0.187897,-0.082537,0.405209,-0.578210,0.730092,-0.983061,-1.105392,0.896904,0.608888,-0.148856,1.560416,0.974705,-0.342922,-0.462835,0.962356,0.374033,0.435355,0.798539,-1.013023,-0.580809,-0.083001,0.027309
-0.244824,-0.310418,-1.309627,0.513344,0.446766,0.254867,-0.447592,1.257486,0.469253,0.711698,0.657542,-0.061508,-0.739364,0.798724,-0.427524,0.819268,-0.700008,0.585368,-0.322955,-0.689487,-0.765780,0.160215,0.138168,-0.464679,0.686662,1.208436,0.718992,0.632877,1.026235,-0.975741,-0.186732,-0.501114,0.596393,1.024776,0.439976,0.234618,-0.385014,0.538364,0.319512,-0.586017,-0.143889,1.248704,0.141383,-0.162042,0.705323,-0.595592,0.666517,-0.991362,-0.744283,0.719614,0.352897,0.042039,1.830294,0.916681,-0.500208,-0.401577,0.946725,0.134498,0.225063,0.427472,-1.060476,-0.725410,0.228918,-0.128565
-0.258806,0.552662,-0.246264,0.437003,1.350116,0.317273,-0.588038,0.148104,1.285909,0.663737,-0.276374,-0.942030,-0.144631,-0.384248,0.639054,-0.089933,0.102702,0.308992,-0.024534,-0.813333,0.366189,-0.160667,-0.792261,-0.987853,0.223147,-0.065228,-0.245981,-0.152957,0.586661,0.492982,0.006392,-0.583575,-0.185794,0.659880,1.385937,1.185488,-1.260678,0.798280,0.004917,-0.599007,-0.545596,0.051329,-0.489664,-1.128253,0.363325,0.509336,-0.121705,-0.081117,-0.353834,-0.073438,0.061532,0.010328,-0.249542,-0.144287,-1.214917,-0.990043,-0.135406,0.930367,1.150128,0.389499,0.242560,0.382118,0.455614,-0.652170
0.306932,0.538963,-0.325013,0.161382,1.113257,0.239573,-0.593311,-0.382080,1.262653,0.738052,-0.093566,-0.827902,-0.599194,0.005843,0.504123,0.786372,0.076991,0.096276,-0.450083,-1.046200,0.266568,-0.284420,-0.971766,-1.040340,0.616109,0.366031,0.284385,-0.184542,0.870907,0.241286,0.124779,-0.758394,-0.209042,0.970421,1.258371,0.932714,-0.918742,1.201889,-0.359901,-0.759011,-0.754146,0.171190,-0.183306,-0.964035,0.487351,0.350736,-0.114345,-0.016596,0.164048,-0.245660,-0.261753,0.157384,0.107326,-0.116631,-0.910891,-0.807974,-0.276665,0.747374,1.107851,0.229135,0.163598,0.200176,0.885556,-0.703889
-0.348047,1.186658,0.286520,0.035600,1.127626,0.110268,-0.497326,-0.522855,1.760889,0.773348,-0.730756,-0.612199,0.012601,-0.734382,0.825311,-0.426828,0.798247,0.410308,-0.262492,-0.553938,0.386380,-0.746918,-0.576975,-1.051925,0.297675,-0.708333,-0.456890,-0.796809,0.809722,0.648509,0.666504,-0.652181,-0.627760,0.985198,1.593562,1.425711,-1.649796,0.884290,-0.490718,-0.653912,-0.598069,-0.545105,-0.536414,-0.964243,0.764711,1.336718,-0.533122,0.408191,0.376841,-0.502876,-0.590542,0.488493,-0.304705,-0.568829,-1.273600,-1.064812,-0.756038,0.908733,1.435439,-0.558151,0.632239,0.491877,0.462524,-0.903058
0.137945,-0.510863,-0.309628,-0.159481,-0.263913,-0.054191,0.153899,0.552967,-0.378382,0.023976,0.861377,0.178110,-0.007512,0.943880,-0.286834,0.156774,-0.891289,-0.305446,0.112674,0.108451,-1.318325,0.932772,0.070592,-0.038814,-0.148814,0.658741,0.913995,1.181299,-0.124703,-0.978288,-0.712348,-0.041604,1.189561,-0.179487,-0.237043,-0.081163,0.199977,-0.019669,0.476283,0.113927,0.264555,0.302302,0.696750,0.203541,-0.003678,-1.177112,1.201043,-0.368727,-0.404815,1.107224,0.852484,-0.401182,0.220645,1.123476,0.268165,0.011036,1.294462,-0.171804,-0.267931,0.127843,-0.747799,-0.341310,-0.132718,0.180367
-0.309533,-0.625346,-0.393379,0.142392,0.774609,0.693501,-0.393787,0.075245,0.659466,0.844090,0.363140,-0.609764,-1.523166,0.360116,-0.188564,1.049872,-0.311326,0.836610,-0.441536,-0.582901,-0.224240,0.185066,-0.715775,-1.092731,0.304404,0.619415,0.487691,0.215362,1.068287,-0.126868,-0.268574,-0.616297,0.234299,0.938734,1.237791,0.505597,-0.453817,0.552481,0.025365,-0.891160,-0.446260,0.234229,0.004043,-0.114817,0.098750,-0.206727,0.322240,-0.051502,-0.167989,0.113489,0.138303,0.118867,0.464742,0.285022,-0.812534,-0.573524,0.140894,0.812808,0.546078,0.548397,-0.426575,-0.179859,0.678686,-0.176017
-0.072477,-0.416970,-0.175436,-0.066398,0.010522,0.014151,0.084400,0.120147,-0.106875,0.222243,0.998304,-0.284155,-0.045369,0.949276,-0.836503,0.346313,-1.068069,-0.407959,0.359828,0.138210,-1.361618,0.703066,-0.483406,0.082053,-0.000649,0.536196,0.512631,1.277501,0.192468,-0.968607,-1.278822,0.101507,0.841235,0.073409,0.204496,-0.074941,0.113737,0.216581,0.669430,-0.211348,0.105567,0.568957,0.805971,-0.188611,0.000657,-0.852199,1.181544,-0.817303,-0.645181,0.827929,0.884639,-0.797040,0.052167,1.142022,-0.104379,-0.110043,1.202976,0.315123,-0.051662,-0.040980,-0.556815,-0.223600,0.111891,0.062174
0.334215,-0.546227,-0.435234,-0.076602,-0.093413,-0.056285,0.144846,0.512271,-0.185891,0.060669,0.735510,0.218388,0.057020,0.961361,-0.393537,0.022279,-0.914578,-0.279432,0.015221,0.128356,-1.090637,0.914218,0.129292,0.059078,-0.075664,0.635932,0.820764,1.079681,-0.056771,-0.915320,-0.769324,0.046461,1.105219,-0.211535,-0.193092,-0.216672,0.227093,-0.088018,0.314564,0.071364,0.116222,0.591703,0.401720,0.248404,-0.247468,-1.248547,1.129494,-0.410720,-0.340820,0.969490,0.940730,-0.441620,0.050318,1.196415,0.330177,0.017148,1.228353,-0.152974,-0.023719,0.492577,-0.711024,-0.407434,-0.259691,0.242142
0.197463,0.153221,-0.285744,0.341551,1.082478,0.671828,-0.229893,-0.138512,1.196984,0.403148,0.065416,-1.189205,-0.460759,-0.187340,0.328162,0.140700,-0.087407,0.654115,0.503775,-0.562724,0.058447,0.245188,-1.252850,-1.026521,0.066149,0.285088,0.037575,0.011766,0.497783,0.192518,-0.298849,-0.453834,-0.007140,0.661485,1.455385,0.987871,-0.888752,0.610192,0.107592,-0.744183,-1.110522,0.185715,-0.102329,-1.036828,-0.000608,0.273015,0.052991,-0.266433,-0.221373,0.170259,0.106084,-0.046492,-0.926620,0.072835,-0.954518,-0.692963,-0.127883,1.170096,1.019088,0.363369,0.184361,0.874041,0.576375,-0.676856
-0.261186,0.669471,0.222232,0.000500,1.096489,0.237267,-0.255187,-0.543089,1.604174,0.659900,-0.739700,-0.569064,-0.616159,-0.546776,0.190563,-0.350241,0.723982,0.621603,-0.425632,-0.616187,0.396691,-0.622754,-0.315489,-0.985124,0.122757,-0.662597,-0.663243,-0.923390,0.857385,0.686566,0.697340,-0.697401,-0.640843,1.005155,1.510923,1.102836,-1.559772,0.668396,-0.598235,-0.903838,-0.830492,-0.639561,-0.497023,-0.388321,0.056775,1.150396,-0.471615,0.500174,0.380278,-0.533071,-0.571115,0.547968,-0.239760,-0.507662,-1.320482,-0.804639,-0.715553,0.980911,1.320020,-0.488353,0.611675,0.519409,0.377381,-0.255608
-0.165248,-0.303617,-1.242997,0.676317,0.371135,-0.104151,-0.499489,1.022093,0.238285,0.510592,0.589062,-0.335327,-0.490170,0.705997,-0.196709,0.672247,-0.629935,0.638797,-0.451755,-0.697787,-0.831041,0.212543,0.165523,-0.507280,0.498506,0.919113,0.805942,0.653308,0.790879,-0.914202,-0.052140,-0.716169,0.668659,1.074435,0.228902,0.450260,-0.568947,0.716833,0.689156,-0.444167,-0.227080,0.974316,0.337695,-0.256419,0.699150,-0.512351,0.618130,-0.772105,-1.042006,0.904201,0.418516,-0.063870,1.740752,0.847951,-0.686841,-0.547069,0.980305,0.110413,0.333555,0.416717,-0.989044,-0.464244,0.360302,-0.107596
0.283313,-0.288862,-0.577927,0.041432,-0.165360,-0.239557,0.020977,0.005207,-0.110101,0.034193,1.074583,-0.157292,0.458128,0.721518,-0.402070,0.214976,-0.855285,-0.552242,0.377257,0.099180,-1.416316,0.837795,0.004441,-0.051982,-0.003958,0.623227,0.904447,1.116574,0.110197,-0.944173,-0.985196,-0.225905,0.888606,-0.081798,0.072024,-0.129347,0.053013,0.163006,0.818863,-0.062724,-0.082718,0.324646,0.574526,-0.246184,0.120563,-0.815187,1.133757,-0.797814,-0.625028,1.152503,0.859504,-0.718455,0.069912,1.159089,0.440567,-0.097586,1.027183,0.226531,0.058643,0.111183,-0.521742,-0.121859,-0.039848,-0.039029
-0.483293,-0.331157,-0.326248,0.232693,0.500246,0.536155,-0.546548,0.169351,0.651957,0.805315,0.261929,-0.547081,-0.711428,-0.035862,0.071421,0.758010,-0.307052,0.583386,-0.256472,-0.598391,-0.425987,0.413681,-1.121662,-1.106422,0.279423,0.481685,0.528579,0.473695,0.441202,-0.430855,-0.008059,-0.617852,0.423012,0.962024,0.980954,0.715383,-0.832205,0.941390,0.603361,-0.604942,-0.333787,0.472733,0.194487,-0.551548,0.327284,-0.115596,0.197404,-0.193249,-0.373263,0.466134,0.500062,0.098227,0.455441,0.313229,-1.295035,-0.763207,0.356758,1.119743,0.733182,0.476370,-0.458357,0.311169,0.037541,-0.780041
0.134232,0.165648,-0.487093,0.431312,0.808076,0.488635,-0.810457,0.211509,1.248373,0.563902,0.262879,-0.487318,-0.293856,0.327421,0.389416,0.604377,-0.141232,0.458348,-0.153570,-1.094076,-0.176065,0.265953,-1.054302,-1.231355,0.516125,0.950186,0.604382,0.090644,0.619472,-0.268462,-0.171237,-0.682544,0.349560,0.708639,0.928511,1.084726,-0.768911,0.821121,0.151779,-0.543910,-0.852706,0.450315,-0.071899,-0.989956,0.575670,0.017333,0.186909,-0.372651,-0.303687,0.267619,-0.009466,-0.040452,0.065141,0.216575,-0.937829,-0.845919,-0.030329,0.672097,0.533977,0.352690,-0.076338,0.511218,0.637543,-1.072281
0.404514,-0.421548,-0.277795,-0.161744,-0.151883,-0.250449,0.185072,0.529688,-0.447005,-0.036599,0.822791,0.102320,0.164514,1.014730,-0.219480,0.013780,-0.893064,-0.204079,0.130121,0.136623,-1.318264,0.821095,0.023580,0.189132,-0.128882,0.422432,0.985652,1.314963,-0.162890,-1.163993,-0.896587,0.143829,1.209697,-0.235070,-0.321820,-0.252041,0.286299,-0.065788,0.350335,0.286512,0.363759,0.532139,0.598330,0.077307,-0.059425,-1.192496,1.228616,-0.562221,-0.585491,1.028328,0.880446,-0.635128,0.028364,1.133801,0.296625,0.191935,1.403097,-0.524918,-0.142505,0.160811,-0.552636,-0.360936,-0.407356,0.281725
-0.162002,-0.339737,-1.244747,0.805252,0.077827,0.294760,-0.499514,0.840733,0.385679,0.528167,0.591453,-0.053033,-0.499123,0.752564,-0.330831,0.596559,-0.507846,0.609920,-0.419239,-0.411814,-0.840004,0.279036,0.199596,-0.500857,0.550636,1.016800,0.904130,0.523259,0.896312,-1.005594,-0.138063,-0.618193,0.773376,0.914928,0.315070,0.354774,-0.307239,0.599434,0.526800,-0.605340,-0.338157,1.246638,0.346282,-0.037835,0.379241,-0.623203,0.650287,-0.848694,-0.845251,0.843935,0.339666,0.007031,1.431634,1.030307,-0.313102,-0.578771,0.720072,0.341005,0.196102,0.569409,-1.038759,-0.520229,0.374620,-0.370033
-0.416834,0.833375,0.241411,0.084548,0.905354,0.223497,-0.338097,-0.537693,1.704946,0.728289,-0.701501,-0.416153,-0.152118,-0.706848,0.720906,-0.505134,0.812423,0.504724,-0.390700,-0.509285,0.423644,-0.629114,-0.330229,-1.109787,0.389010,-0.620395,-0.608006,-1.056908,0.770499,0.613339,0.774411,-0.716396,-0.716965,0.912669,1.494159,1.339501,-1.629042,0.775671,-0.466842,-0.766189,-0.885480,-0.533496,-0.856032,-0.649170,0.253573,1.149589,-0.547405,0.584920,0.471305,-0.523507,-0.739920,0.649166,-0.316580,-0.592149,-1.217749,-1.067264,-0.877498,0.931786,1.423285,-0.538225,0.689739,0.568722,0.705952,-0.716657
0.204411,-0.659098,-0.292942,-0.376111,-0.239533,-0.432138,0.255071,0.100144,-0.506801,0.031082,0.831869,0.186616,0.154358,0.906854,-0.302475,0.124453,-1.026244,-0.423770,-0.057277,0.341909,-1.220634,0.835296,0.184785,0.175704,-0.223305,0.513661,0.904437,1.182850,-0.319325,-1.069860,-0.950950,-0.016881,1.100784,-0.098268,-0.267259,-0.358918,0.229877,-0.090376,0.328724,0.237119,0.297888,0.155928,0.441629,0.222348,-0.122719,-1.306577,1.125060,-0.447173,-0.579393,0.940651,1.099588,-0.348383,0.265843,1.248781,0.441482,0.115339,1.491559,-0.104280,-0.082169,0.382320,-0.637695,-0.481329,-0.333206,0.295721
0.468735,-0.370268,-0.381929,-0.461164,-0.202485,-0.245081,0.308624,0.562122,-0.523830,-0.143716,0.981378,0.286117,0.253255,1.033059,0.021544,0.035927,-0.986937,-0.405814,0.173294,0.154832,-1.339813,0.973871,-0.016460,0.173114,-0.092258,0.762313,0.935404,1.360649,-0.349048,-1.188782,-0.832745,0.152373,1.205815,-0.307209,-0.456752,-0.282316,0.340804,-0.165258,0.238679,0.337097,0.330201,0.449356,0.662962,0.196761,-0.096647,-1.433046,1.310622,-0.338223,-0.441085,1.240996,0.868525,-0.541724,-0.124466,1.111123,0.449103,0.165041,1.461978,-0.571824,-0.230061,0.284823,-0.521288,-0.517041,-0.149480,0.259532
0.211464,-0.078466,-0.727959,0.217802,0.131028,0.119323,0.004456,0.624711,-0.092639,0.290945,1.030138,0.002627,0.556567,0.833155,-0.283640,0.244862,-0.898568,0.105809,0.565990,0.289769,-1.558785,0.893114,-0.345296,0.044414,0.362063,0.636075,0.896950,0.977691,-0.039043,-1.275157,-0.970228,-0.068617,0.982998,0.133690,-0.006915,0.006762,0.045627,0.239476,0.485351,0.026186,-0.314789,0.471302,0.350762,-0.469398,0.038790,-0.723364,1.241434,-0.696800,-0.995748,1.231782,0.851532,-0.755879,-0.098118,1.116192,-0.017291,-0.081309,0.864755,-0.173275,0.026869,-0.043508,-0.261129,-0.338405,-0.358022,-0.149608
0.227176,-0.582733,-0.001041,-0.540559,-0.279545,-0.285508,0.350034,0.237712,-0.525021,-0.171655,0.803189,0.280840,-0.041466,1.128591,-0.324479,0.131800,-0.995311,-0.445295,-0.086751,0.126180,-1.147031,0.914119,0.065069,0.165806,-0.354570,0.580867,1.001706,1.352912,-0.095691,-1.007935,-0.974565,0.083448,1.186881,-0.346621,-0.276245,-0.419402,0.296952,-0.173027,0.190028,0.383923,0.385990,0.081528,0.724420,0.431066,-0.201520,-1.587009,1.211334,-0.319098,-0.295554,0.826866,1.033555,-0.273041,0.160351,1.132968,0.449905,0.190033,1.715309,-0.269554,-0.205962,0.418801,-0.830284,-0.521394,-0.335362,0.486695
